datetime,Temperature-Internal,Humidity,Pressure
2018-06-24 00:00:02.479837,66.21011657714844,68.49234008789062,1006.850341796875
2018-06-24 00:05:02.512055,65.71525115966797,71.7092056274414,1006.8232421875
2018-06-24 00:10:02.539983,65.61627464294433,69.21910095214844,1006.7646484375
2018-06-24 00:15:02.573146,66.0451602935791,68.35335540771484,1006.695556640625
2018-06-24 00:20:02.572585,65.9791805267334,69.14092254638672,1006.6904296875
2018-06-24 00:25:02.570344,65.61627464294433,68.5444564819336,1006.6533203125
2018-06-24 00:30:02.593427,65.4843116760254,70.37149810791016,1006.606689453125
2018-06-24 00:35:02.669901,65.45131835937501,69.22200012207031,1006.57470703125
2018-06-24 00:40:02.682146,65.68225784301758,69.68527221679688,1006.613037109375
2018-06-24 00:45:02.700198,65.78123092651367,69.29438400268555,1006.609619140625
2018-06-24 00:50:02.722904,65.9791805267334,68.8687515258789,1006.559326171875
2018-06-24 00:55:02.739702,66.17712669372558,68.80504989624023,1006.548828125
2018-06-24 01:00:02.763946,65.9791805267334,67.79742431640625,1006.5654296875
2018-06-24 01:05:02.769935,66.47404594421387,67.59474182128906,1006.575439453125
2018-06-24 01:10:02.782746,66.30908966064453,70.73343276977539,1006.563232421875
2018-06-24 01:15:02.794436,65.8472141265869,69.45073699951172,1006.561767578125
2018-06-24 01:20:01.845104,65.78123092651367,69.1061782836914,1006.538330078125
2018-06-24 01:25:01.835961,65.61627464294433,69.0019416809082,1006.486083984375
2018-06-24 01:30:01.852214,65.3523452758789,69.02220916748047,1006.52587890625
2018-06-24 01:35:01.864230,65.64926795959472,68.87454223632812,1006.443603515625
2018-06-24 01:40:01.849274,66.14413681030273,67.21543884277344,1006.481201171875
2018-06-24 01:45:01.818393,65.71525115966797,69.0337905883789,1006.477294921875
2018-06-24 01:50:01.832933,65.74824104309083,69.3812484741211,1006.46240234375
2018-06-24 01:55:01.861493,66.11114349365234,68.70370864868164,1006.4306640625
2018-06-24 02:00:01.831338,66.17712669372558,68.51260757446289,1006.428466796875
2018-06-24 02:05:01.841354,66.77096862792969,67.9248275756836,1006.338623046875
2018-06-24 02:10:01.860033,65.31935539245605,68.74424743652344,1006.367431640625
2018-06-24 02:15:01.871332,65.12140922546386,67.3051986694336,1006.335205078125
2018-06-24 02:20:01.969584,64.95645294189454,70.06747436523438,1006.449462890625
2018-06-24 02:25:01.991912,64.69252357482911,71.09826278686523,1006.46142578125
2018-06-24 02:30:02.009911,65.15439910888672,70.1890869140625,1006.393310546875
2018-06-24 02:35:01.964112,65.25337219238281,69.57524490356445,1006.41455078125
2018-06-24 02:40:01.923079,65.2863655090332,69.46232223510742,1006.3974609375
2018-06-24 02:45:01.939771,65.02243270874023,69.9400749206543,1006.3935546875
2018-06-24 02:50:01.978734,64.7585033416748,70.16302490234375,1006.44970703125
2018-06-24 02:55:02.001141,64.89046974182129,70.29621887207031,1006.44580078125
2018-06-24 03:00:02.018075,64.62654037475586,70.14275741577148,1006.430419921875
2018-06-24 03:05:01.979958,64.85747985839843,70.16881561279297,1006.4169921875
2018-06-24 03:10:01.988186,64.89046974182129,71.06351470947266,1006.446044921875
2018-06-24 03:15:02.047608,65.41832847595215,71.28646850585938,1006.374267578125
2018-06-24 03:20:02.130102,64.89046974182129,70.88689422607422,1006.335693359375
2018-06-24 03:25:02.142935,66.14413681030273,69.98640441894531,1006.357421875
2018-06-24 03:30:02.077970,64.92345962524415,70.40624237060547,1006.41943359375
2018-06-24 03:35:02.106511,65.02243270874023,71.3270034790039,1006.37744140625
2018-06-24 03:40:02.119728,64.65953025817872,70.78555297851562,1006.474365234375
2018-06-24 03:45:02.132956,65.15439910888672,70.62919616699219,1006.42529296875
2018-06-24 03:50:02.149154,64.69252357482911,70.78844451904297,1006.403564453125
2018-06-24 03:55:02.187371,64.95645294189454,70.43809509277344,1006.35498046875
2018-06-24 04:00:02.126246,64.46158409118652,70.9448013305664,1006.31005859375
2018-06-24 04:05:02.131810,65.02243270874023,71.0895767211914,1006.3037109375
2018-06-24 04:10:02.151894,64.59354705810547,70.99112701416016,1006.37548828125
2018-06-24 04:15:02.159070,64.52756729125976,71.10405349731445,1006.3857421875
2018-06-24 04:20:02.254714,64.89046974182129,70.79134368896484,1006.422607421875
2018-06-24 04:25:02.243926,64.62654037475586,72.48519134521484,1006.553466796875
2018-06-24 04:30:02.246873,64.65953025817872,70.89847564697266,1006.6201171875
2018-06-24 04:35:02.237973,64.59354705810547,70.80582046508789,1006.611328125
2018-06-24 04:40:02.243832,64.32961769104004,70.33385848999023,1006.729736328125
2018-06-24 04:45:02.270201,64.42859420776368,70.40624237060547,1006.849609375
2018-06-24 04:50:02.289920,64.32961769104004,71.3270034790039,1006.8740234375
2018-06-24 04:55:02.328697,65.08841590881347,70.85504150390625,1006.99560546875
2018-06-24 05:00:02.303630,66.21011657714844,69.26832580566406,1007.00537109375
2018-06-24 05:05:02.321369,65.25337219238281,69.09170150756836,1007.000732421875
2018-06-24 05:10:02.349473,65.71525115966797,70.28463745117188,1007.015625
2018-06-24 05:15:02.359877,65.3523452758789,70.5307502746582,1007.075439453125
2018-06-24 05:20:02.432963,64.13167152404786,70.75949096679688,1007.14599609375
2018-06-24 05:25:02.351887,64.59354705810547,68.39389419555664,1007.19580078125
2018-06-24 05:30:02.370716,65.31935539245605,70.28173828125,1007.200927734375
2018-06-24 05:35:02.390101,65.18738899230958,69.3436050415039,1007.1875
2018-06-24 05:40:02.355058,65.12140922546386,71.87714385986328,1007.251953125
2018-06-24 05:45:02.340446,64.79149665832519,71.82212829589844,1007.336181640625
2018-06-24 05:50:02.360766,65.88020401000976,71.63392639160156,1007.3271484375
2018-06-24 05:55:02.354283,65.3853385925293,70.5597038269043,1007.4033203125
2018-06-24 06:00:02.323795,65.05542602539062,69.91401672363281,1007.38232421875
2018-06-24 06:05:02.329078,65.64926795959472,70.15723419189453,1007.371337890625
2018-06-24 06:10:02.306500,66.14413681030273,69.96613311767578,1007.367919921875
2018-06-24 06:15:02.327047,67.26583404541016,68.11303329467773,1007.47412109375
2018-06-24 06:20:02.408817,67.06788787841798,67.58316040039062,1007.43896484375
2018-06-24 06:25:02.474223,65.45131835937501,70.98533630371094,1007.477294921875
2018-06-24 06:30:02.283883,65.25337219238281,70.16881561279297,1007.516357421875
